"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007567","parturition","1/8","11/13370",0.0909090909090909,151.931818181818,12.25318224204,0.00656469156738682,0.154336096487219,0.114160412764372,"OXTR",1
"GO:0030011","maintenance of cell polarity","1/8","13/13370",0.0769230769230769,128.557692307692,11.2585533018905,0.00775421175687452,0.154336096487219,0.114160412764372,"ANK1",1
"GO:0046348","amino sugar catabolic process","1/8","13/13370",0.0769230769230769,128.557692307692,11.2585533018905,0.00775421175687452,0.154336096487219,0.114160412764372,"CHI3L2",1
"GO:0045907","positive regulation of vasoconstriction","1/8","19/13370",0.0526315789473684,87.9605263157895,9.28112845501314,0.0113152980645915,0.154336096487219,0.114160412764372,"OXTR",1
"GO:0006026","aminoglycan catabolic process","1/8","22/13370",0.0454545454545455,75.9659090909091,8.61044852498452,0.0130916438690736,0.154336096487219,0.114160412764372,"CHI3L2",1
"GO:1901071","glucosamine-containing compound metabolic process","1/8","24/13370",0.0416666666666667,69.6354166666667,8.23449663739998,0.0142743223922447,0.154336096487219,0.114160412764372,"CHI3L2",1
"GO:0045777","positive regulation of blood pressure","1/8","27/13370",0.037037037037037,61.8981481481481,7.75028988666632,0.0160460149470982,0.154336096487219,0.114160412764372,"OXTR",1
"GO:0001990","regulation of systemic arterial blood pressure by hormone","1/8","31/13370",0.032258064516129,53.9112903225806,7.21649449507678,0.0184039371097947,0.154336096487219,0.114160412764372,"OXTR",1
"GO:0007595","lactation","1/8","36/13370",0.0277777777777778,46.4236111111111,6.6774616653241,0.0213443860521804,0.154336096487219,0.114160412764372,"OXTR",1
"GO:0003044","regulation of systemic arterial blood pressure mediated by a chemical signal","1/8","37/13370",0.027027027027027,45.1689189189189,6.58282657128012,0.0219315500623487,0.154336096487219,0.114160412764372,"OXTR",1
"GO:0006040","amino sugar metabolic process","1/8","40/13370",0.025,41.78125,6.32024881291806,0.023691193034868,0.154336096487219,0.114160412764372,"CHI3L2",1
"GO:0045197","establishment or maintenance of epithelial cell apical/basal polarity","1/8","47/13370",0.0212765957446809,35.5585106382979,5.80713141171555,0.0277862582534514,0.154336096487219,0.114160412764372,"ANK1",1
"GO:0035088","establishment or maintenance of apical/basal cell polarity","1/8","51/13370",0.0196078431372549,32.7696078431373,5.56185745400801,0.0301195410328083,0.154336096487219,0.114160412764372,"ANK1",1
"GO:0061245","establishment or maintenance of bipolar cell polarity","1/8","51/13370",0.0196078431372549,32.7696078431373,5.56185745400801,0.0301195410328083,0.154336096487219,0.114160412764372,"ANK1",1
"GO:0019229","regulation of vasoconstriction","1/8","53/13370",0.0188679245283019,31.5330188679245,5.44958213352126,0.0312843438825443,0.154336096487219,0.114160412764372,"OXTR",1
"GO:0051289","protein homotetramerization","1/8","59/13370",0.0169491525423729,28.3262711864407,5.14706626461474,0.0347714115157556,0.157133230609461,0.116229416667026,"KCNT1",1
"GO:0006022","aminoglycan metabolic process","1/8","62/13370",0.0161290322580645,26.9556451612903,5.01221853746675,0.0365108228863232,0.157133230609461,0.116229416667026,"CHI3L2",1
"GO:0042310","vasoconstriction","1/8","68/13370",0.0147058823529412,24.5772058823529,4.76921654513543,0.0399814193035566,0.157133230609461,0.116229416667026,"OXTR",1
"GO:0007589","body fluid secretion","1/8","72/13370",0.0138888888888889,23.2118055555556,4.62397703292514,0.0422890685741653,0.157133230609461,0.116229416667026,"OXTR",1
"GO:0050886","endocrine process","1/8","75/13370",0.0133333333333333,22.2833333333333,4.52256512239525,0.0440166188857717,0.157133230609461,0.116229416667026,"OXTR",1
"GO:0003073","regulation of systemic arterial blood pressure","1/8","76/13370",0.0131578947368421,21.9901315789474,4.49006720520265,0.0445918627405226,0.157133230609461,0.116229416667026,"OXTR",1
"GO:0120162","positive regulation of cold-induced thermogenesis","1/8","84/13370",0.0119047619047619,19.8958333333333,4.25076689952621,0.0491829207798121,0.163763879025872,0.121134021470062,"OXTR",1
"GO:0051262","protein tetramerization","1/8","87/13370",0.0114942528735632,19.2097701149425,4.16941116080099,0.0508995840215549,0.163763879025872,0.121134021470062,"KCNT1",1
"GO:0010811","positive regulation of cell-substrate adhesion","1/8","114/13370",0.0087719298245614,14.6600877192982,3.5839206667439,0.0662279280994703,0.171715954170485,0.127016068518709,"CCDC80",1
"GO:0030879","mammary gland development","1/8","119/13370",0.00840336134453781,14.0441176470588,3.49721701154509,0.0690426120565143,0.171715954170485,0.127016068518709,"OXTR",1
"GO:0035296","regulation of tube diameter","1/8","123/13370",0.00813008130081301,13.5873983739837,3.43153542188291,0.0712890112616128,0.171715954170485,0.127016068518709,"OXTR",1
"GO:0097746","blood vessel diameter maintenance","1/8","123/13370",0.00813008130081301,13.5873983739837,3.43153542188291,0.0712890112616128,0.171715954170485,0.127016068518709,"OXTR",1
"GO:0035150","regulation of tube size","1/8","124/13370",0.00806451612903226,13.4778225806452,3.41559205645743,0.0718498694113758,0.171715954170485,0.127016068518709,"OXTR",1
"GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","1/8","126/13370",0.00793650793650794,13.2638888888889,3.38425138326199,0.0729706966694804,0.171715954170485,0.127016068518709,"ANK1",1
"GO:0120161","regulation of cold-induced thermogenesis","1/8","130/13370",0.00769230769230769,12.8557692307692,3.3236565707636,0.0752087987776769,0.171715954170485,0.127016068518709,"OXTR",1
"GO:0106106","cold-induced thermogenesis","1/8","133/13370",0.0075187969924812,12.5657894736842,3.27993351292728,0.0768842712252037,0.171715954170485,0.127016068518709,"OXTR",1
"GO:0006493","protein O-linked glycosylation","1/8","136/13370",0.00735294117647059,12.2886029411765,3.23759714302883,0.0785570870044904,0.171715954170485,0.127016068518709,"GALNT17",1
"GO:0008217","regulation of blood pressure","1/8","141/13370",0.00709219858156028,11.8528368794326,3.1699181247456,0.0813392194032916,0.171715954170485,0.127016068518709,"OXTR",1
"GO:0007565","female pregnancy","1/8","146/13370",0.00684931506849315,11.4469178082192,3.10557417730274,0.0841139988930907,0.171715954170485,0.127016068518709,"OXTR",1
"GO:1990845","adaptive thermogenesis","1/8","146/13370",0.00684931506849315,11.4469178082192,3.10557417730274,0.0841139988930907,0.171715954170485,0.127016068518709,"OXTR",1
"GO:0001659","temperature homeostasis","1/8","158/13370",0.00632911392405063,10.5775316455696,2.96317006774794,0.0907435694464163,0.171715954170485,0.127016068518709,"OXTR",1
"GO:0044703","multi-organism reproductive process","1/8","162/13370",0.00617283950617284,10.3163580246914,2.91906569130798,0.0929440756030548,0.171715954170485,0.127016068518709,"OXTR",1
"GO:0071805","potassium ion transmembrane transport","1/8","164/13370",0.00609756097560976,10.1905487804878,2.8975867261883,0.0940425801998064,0.171715954170485,0.127016068518709,"KCNT1",1
"GO:0044706","multi-multicellular organism process","1/8","165/13370",0.00606060606060606,10.1287878787879,2.88698552557396,0.0945913958410605,0.171715954170485,0.127016068518709,"OXTR",1
"GO:0006486","protein glycosylation","1/8","166/13370",0.00602409638554217,10.0677710843374,2.8764746795686,0.0951399205539173,0.171715954170485,0.127016068518709,"GALNT17",1
"GO:0043413","macromolecule glycosylation","1/8","166/13370",0.00602409638554217,10.0677710843374,2.8764746795686,0.0951399205539173,0.171715954170485,0.127016068518709,"GALNT17",1
"GO:0051260","protein homooligomerization","1/8","179/13370",0.00558659217877095,9.33659217877095,2.74748249023019,0.102244327419644,0.176892341430141,0.13084497516881,"KCNT1",1
"GO:0070085","glycosylation","1/8","180/13370",0.00555555555555556,9.28472222222222,2.73810770773854,0.10278879299319,0.176892341430141,0.13084497516881,"GALNT17",1
"GO:0006813","potassium ion transport","1/8","192/13370",0.00520833333333333,8.70442708333333,2.63102474950361,0.109299879284686,0.182403711711357,0.134921664423764,"KCNT1",1
"GO:0010810","regulation of cell-substrate adhesion","1/8","195/13370",0.00512820512820513,8.57051282051282,2.60570960852078,0.11092117604069,0.182403711711357,0.134921664423764,"CCDC80",1
"GO:0007163","establishment or maintenance of cell polarity","1/8","213/13370",0.00469483568075117,7.8462441314554,2.46446393728856,0.120594839902254,0.192499589341613,0.142389454420539,"ANK1",1
"GO:1903522","regulation of blood circulation","1/8","220/13370",0.00454545454545455,7.59659090909091,2.41394147918494,0.124331872634905,0.192499589341613,0.142389454420539,"OXTR",1
"GO:1901136","carbohydrate derivative catabolic process","1/8","221/13370",0.00452488687782805,7.56221719457014,2.40690581432412,0.124864598491857,0.192499589341613,0.142389454420539,"CHI3L2",1
"GO:0003018","vascular process in circulatory system","1/8","233/13370",0.00429184549356223,7.17274678111588,2.32577149618801,0.131235224808246,0.198191972159392,0.146600036305667,"OXTR",1
"GO:0051259","protein complex oligomerization","1/8","244/13370",0.00409836065573771,6.84938524590164,2.25630424241516,0.137039280508675,0.198565585166722,0.146876393010947,"KCNT1",1
"GO:0030198","extracellular matrix organization","1/8","258/13370",0.00387596899224806,6.47771317829457,2.17386911451457,0.14437717124349,0.198565585166722,0.146876393010947,"CCDC80",1
"GO:0009101","glycoprotein biosynthetic process","1/8","259/13370",0.00386100386100386,6.4527027027027,2.16821584623836,0.144899210797338,0.198565585166722,0.146876393010947,"GALNT17",1
"GO:0043062","extracellular structure organization","1/8","259/13370",0.00386100386100386,6.4527027027027,2.16821584623836,0.144899210797338,0.198565585166722,0.146876393010947,"CCDC80",1
"GO:0045229","external encapsulating structure organization","1/8","259/13370",0.00386100386100386,6.4527027027027,2.16821584623836,0.144899210797338,0.198565585166722,0.146876393010947,"CCDC80",1
"GO:0051607","defense response to virus","1/8","265/13370",0.00377358490566038,6.30660377358491,2.13491115913757,0.148025599497024,0.199161715686904,0.1473173430401,"IFI44L",1
"GO:0072659","protein localization to plasma membrane","1/8","271/13370",0.003690036900369,6.1669741697417,2.10261900838984,0.151141981856066,0.199723333166944,0.147732764220215,"ANK1",1
"GO:0006936","muscle contraction","1/8","287/13370",0.00348432055749129,5.82317073170732,2.02105733705849,0.159403623586791,0.206945055182852,0.153074578513631,"OXTR",1
"GO:0048193","Golgi vesicle transport","1/8","300/13370",0.00333333333333333,5.57083333333333,1.95919173882561,0.166064314921538,0.210842864000249,0.155957737240583,"ANK1",1
"GO:0050878","regulation of body fluid levels","1/8","304/13370",0.00328947368421053,5.49753289473684,1.94087932930701,0.16810444562182,0.210842864000249,0.155957737240583,"OXTR",1
"GO:0009100","glycoprotein metabolic process","1/8","317/13370",0.00315457413249211,5.27208201892744,1.88353097035088,0.174704742522319,0.21193690076478,0.156766982073522,"GALNT17",1
"GO:0031589","cell-substrate adhesion","1/8","317/13370",0.00315457413249211,5.27208201892744,1.88353097035088,0.174704742522319,0.21193690076478,0.156766982073522,"CCDC80",1
"GO:0006887","exocytosis","1/8","324/13370",0.00308641975308642,5.15817901234568,1.85394019960956,0.178239733048245,0.212737745896292,0.157359356850742,"ANK1",1
"GO:1990778","protein localization to cell periphery","1/8","334/13370",0.0029940119760479,5.00374251497006,1.81311737063902,0.183266735223808,0.215265688993044,0.159229243636391,"ANK1",1
"GO:0009615","response to virus","1/8","349/13370",0.00286532951289398,4.78868194842407,1.75483955146064,0.190756786084565,0.218301029294241,0.161474445566153,"IFI44L",1
"GO:0048732","gland development","1/8","351/13370",0.00284900284900285,4.76139601139601,1.74732031358369,0.191750904109806,0.218301029294241,0.161474445566153,"OXTR",1
"GO:0003012","muscle system process","1/8","372/13370",0.00268817204301075,4.49260752688172,1.67163598161399,0.202124806276543,0.226624782794912,0.167631418283576,"OXTR",1
"GO:0045785","positive regulation of cell adhesion","1/8","405/13370",0.00246913580246914,4.12654320987654,1.56337948099105,0.218191318850395,0.240987426789989,0.178255280129152,"CCDC80",1
"GO:0072657","protein localization to membrane","1/8","421/13370",0.00237529691211401,3.96971496437055,1.51494344845502,0.225878717866506,0.245809192972375,0.181821878158798,"ANK1",1
"GO:0008015","blood circulation","1/8","437/13370",0.0022883295194508,3.82437070938215,1.46882988463841,0.233499895075914,0.248846036781772,0.184068192214113,"OXTR",1
"GO:0090066","regulation of anatomical structure size","1/8","441/13370",0.00226757369614512,3.78968253968254,1.4576401850709,0.235394899658433,0.248846036781772,0.184068192214113,"OXTR",1
